timestamp,cpu_percent,memory_usage_mb,memory_percent,response_time_ms,status
2025-09-17 17:06:22,0.00,11,100.00,1051,unhealthy
2025-09-17 17:06:29,0.00,11,100.00,1024,unhealthy
2025-09-17 17:06:38,101.07,441.1,43.08,1820,unhealthy
2025-09-17 17:06:45,0.00,11,100.00,3048,unhealthy
2025-09-17 17:06:51,0.00,11,100.00,115,unhealthy
2025-09-17 17:06:57,0.00,11,100.00,1021,unhealthy
2025-09-17 17:07:04,0.00,11,100.00,21,unhealthy
2025-09-17 17:07:07,0.00,11,100.00,16,unhealthy
2025-09-17 17:07:11,0.00,11,100.00,1017,unhealthy
2025-09-17 17:07:18,0.00,11,100.00,14,unhealthy
2025-09-17 17:07:21,0.00,11,100.00,13,unhealthy
2025-09-17 17:07:31,0.00,11,100.00,4116,unhealthy
2025-09-17 17:07:38,0.00,11,100.00,21,unhealthy
2025-09-17 17:07:47,0.00,11,100.00,4021,unhealthy
2025-09-17 17:08:00,0.00,11,100.00,6019,unhealthy
2025-09-17 17:08:12,0.00,11,100.00,4017,unhealthy
2025-09-17 17:08:21,101.75,260.9,25.48,2422,unhealthy
2025-09-17 17:08:24,0.00,11,100.00,15,unhealthy
2025-09-17 17:08:28,0.00,11,100.00,15,unhealthy
2025-09-17 17:08:31,0.00,11,100.00,14,unhealthy
2025-09-17 17:08:34,0.00,11,100.00,14,unhealthy
2025-09-17 17:08:37,0.00,11,100.00,16,unhealthy
2025-09-17 17:08:40,0.00,11,100.00,15,unhealthy
2025-09-17 17:08:44,0.00,11,100.00,14,unhealthy
2025-09-17 17:08:47,0.00,11,100.00,14,unhealthy
2025-09-17 17:08:50,0.00,11,100.00,15,unhealthy
2025-09-17 17:08:53,0.00,11,100.00,14,unhealthy
2025-09-17 17:08:56,0.00,11,100.00,18,unhealthy
2025-09-17 17:09:00,0.00,11,100.00,14,unhealthy
2025-09-17 17:09:04,0.00,11,100.00,18,unhealthy
2025-09-17 17:09:08,0.00,11,100.00,13,unhealthy
2025-09-17 17:09:12,0.00,11,100.00,113,unhealthy
2025-09-17 17:09:16,0.00,11,100.00,16,unhealthy
2025-09-17 17:09:20,0.00,11,100.00,15,unhealthy
2025-09-17 17:09:27,0.00,11,100.00,17,unhealthy
2025-09-17 17:09:32,0.00,11,100.00,2018,unhealthy
2025-09-17 17:09:38,0.00,11,100.00,15,unhealthy
2025-09-17 17:09:45,0.00,11,100.00,4016,unhealthy
2025-09-17 17:10:01,0.00,11,100.00,8018,unhealthy
2025-09-17 17:10:19,0.00,11,100.00,8018,unhealthy
2025-09-17 17:10:30,102.08,330,32.23,2261,unhealthy
2025-09-17 17:10:36,0.00,11,100.00,3022,unhealthy
2025-09-17 17:10:43,0.00,11,100.00,32,unhealthy
2025-09-17 17:10:46,0.00,11,100.00,15,unhealthy
2025-09-17 17:10:51,0.00,11,100.00,2018,unhealthy
2025-09-17 17:10:54,0.00,11,100.00,15,unhealthy
2025-09-17 17:10:57,0.00,11,100.00,15,unhealthy
2025-09-17 17:11:01,0.00,11,100.00,17,unhealthy
2025-09-17 17:11:06,0.00,11,100.00,2016,unhealthy
2025-09-17 17:11:12,0.00,11,100.00,21,unhealthy
2025-09-17 17:11:15,0.00,11,100.00,19,unhealthy
2025-09-17 17:11:24,0.00,11,100.00,5015,unhealthy
2025-09-17 17:11:30,0.00,11,100.00,15,unhealthy
2025-09-17 17:11:35,0.01,23.42,2.29,12,unhealthy
2025-09-17 17:11:43,100.65,441.7,43.13,1805,unhealthy
2025-09-17 17:11:48,0.00,11,100.00,92,unhealthy
2025-09-17 17:11:53,0.00,11,100.00,15,unhealthy
2025-09-17 17:12:02,0.00,11,100.00,4431,unhealthy
2025-09-17 17:12:15,0.00,11,100.00,6708,unhealthy
2025-09-17 17:12:21,0.00,11,100.00,2018,unhealthy
2025-09-17 17:12:30,0.00,11,100.00,3089,unhealthy
2025-09-17 17:12:39,0.00,11,100.00,1012,unhealthy
2025-09-17 17:12:44,0.00,11,100.00,121,unhealthy
2025-09-17 17:12:50,0.00,11,100.00,3025,unhealthy
2025-09-17 17:12:57,0.00,11,100.00,17,unhealthy
2025-09-17 17:13:00,0.00,11,100.00,14,unhealthy
2025-09-17 17:13:04,0.00,11,100.00,1113,unhealthy
2025-09-17 17:13:07,0.00,11,100.00,14,unhealthy
2025-09-17 17:13:13,0.01,23.42,2.29,11,unhealthy
2025-09-17 17:13:19,0.00,11,100.00,1018,unhealthy
2025-09-17 17:13:28,0.00,11,100.00,125,unhealthy
2025-09-17 17:13:32,0.00,11,100.00,87,unhealthy
2025-09-17 17:13:35,0.00,11,100.00,16,unhealthy
2025-09-17 17:13:38,0.00,11,100.00,14,unhealthy
2025-09-17 17:13:41,0.00,11,100.00,15,unhealthy
2025-09-17 17:13:44,0.00,11,100.00,15,unhealthy
2025-09-17 17:13:48,0.00,11,100.00,15,unhealthy
2025-09-17 17:13:54,0.00,11,100.00,3019,unhealthy
2025-09-17 17:14:00,0.00,11,100.00,15,unhealthy
2025-09-17 17:14:08,0.00,11,100.00,5016,unhealthy
2025-09-17 17:14:14,0.00,11,100.00,294,unhealthy
2025-09-17 17:14:17,0.00,11,100.00,15,unhealthy
2025-09-17 17:14:20,0.00,11,100.00,112,unhealthy
2025-09-17 17:14:23,0.00,11,100.00,15,unhealthy
2025-09-17 17:14:27,0.00,11,100.00,16,unhealthy
2025-09-17 17:14:30,0.00,11,100.00,14,unhealthy
2025-09-17 17:14:33,0.00,11,100.00,14,unhealthy
2025-09-17 17:14:36,0.00,11,100.00,18,unhealthy
2025-09-17 17:14:39,0.00,11,100.00,20,unhealthy
2025-09-17 17:14:43,0.00,11,100.00,14,unhealthy
2025-09-17 17:14:49,0.00,11,100.00,3015,unhealthy
2025-09-17 17:14:53,0.00,11,100.00,15,unhealthy
2025-09-17 17:14:56,0.00,11,100.00,13,unhealthy
2025-09-17 17:14:59,0.00,11,100.00,15,unhealthy
2025-09-17 17:15:02,0.00,11,100.00,19,unhealthy
2025-09-17 17:15:06,0.00,11,100.00,15,unhealthy
2025-09-17 17:15:10,0.00,11,100.00,14,unhealthy
2025-09-17 17:15:22,0.00,11,100.00,4017,unhealthy
2025-09-17 17:15:29,0.00,11,100.00,15,unhealthy
2025-09-17 17:15:33,0.00,11,100.00,20,unhealthy
2025-09-17 17:15:40,0.00,11,100.00,4015,unhealthy
2025-09-17 17:15:46,0.00,11,100.00,15,unhealthy
2025-09-17 17:15:57,0.00,11,100.00,8019,unhealthy
2025-09-17 17:16:11,0.00,11,100.00,8022,unhealthy
2025-09-17 17:16:18,0.00,11,100.00,1013,unhealthy
2025-09-17 17:16:24,0.00,11,100.00,1019,unhealthy
2025-09-17 17:16:30,0.00,11,100.00,13,unhealthy
2025-09-17 17:16:35,0.00,11,100.00,2016,unhealthy
2025-09-17 17:16:38,0.00,11,100.00,14,unhealthy
2025-09-17 17:16:41,0.00,11,100.00,16,unhealthy
2025-09-17 17:16:45,0.00,11,100.00,15,unhealthy
2025-09-17 17:16:48,0.00,11,100.00,16,unhealthy
2025-09-17 17:16:51,0.00,11,100.00,14,unhealthy
2025-09-17 17:16:58,0.00,11,100.00,4028,unhealthy
2025-09-17 17:17:04,0.00,11,100.00,14,unhealthy
2025-09-17 17:17:12,0.00,11,100.00,4016,unhealthy
2025-09-17 17:17:22,0.00,11,100.00,4016,unhealthy
2025-09-17 17:17:27,0.00,11,100.00,15,unhealthy
2025-09-17 17:17:30,0.00,11,100.00,47,unhealthy
2025-09-17 17:17:33,0.00,11,100.00,17,unhealthy
2025-09-17 17:17:37,0.00,11,100.00,80,unhealthy
2025-09-17 17:17:40,0.00,11,100.00,14,unhealthy
2025-09-17 17:17:43,0.00,11,100.00,13,unhealthy
2025-09-17 17:17:46,0.00,11,100.00,28,unhealthy
2025-09-17 17:17:54,0.01,23.66,2.31,19,healthy
2025-09-17 17:18:02,102.84,975.3,95.24,117,unhealthy
2025-09-17 17:18:08,101.08,876.3,85.58,66,healthy
2025-09-17 17:18:13,0.01,23.59,2.30,16,healthy
2025-09-17 17:18:20,5.40,23.67,2.31,15,healthy
2025-09-17 17:18:25,5.37,23.7,2.31,16,healthy
2025-09-17 17:18:31,0.01,23.71,2.32,15,healthy
2025-09-17 17:18:38,0.00,23.64,2.31,260,healthy
2025-09-17 17:18:44,0.00,23.65,2.31,17,healthy
2025-09-17 17:18:49,0.00,11,100.00,10,unhealthy
2025-09-17 17:18:55,0.01,23.59,2.30,21,healthy
2025-09-17 17:19:04,102.00,335,32.71,3291,unhealthy
2025-09-17 17:19:12,0.00,11,100.00,1857,healthy
2025-09-17 17:19:22,100.16,287.2,28.05,3459,unhealthy
2025-09-17 17:19:29,0.00,11,100.00,22,unhealthy
2025-09-17 17:19:36,0.00,11,100.00,129,unhealthy
2025-09-17 17:19:43,102.21,287.4,28.07,3321,unhealthy
2025-09-17 17:19:54,0.00,11,100.00,7988,healthy
2025-09-17 17:19:58,0.00,11,100.00,59,unhealthy
2025-09-17 17:20:04,0.00,11,100.00,3053,unhealthy
2025-09-17 17:20:13,102.30,874,85.35,442,unhealthy
2025-09-17 17:20:16,0.00,11,100.00,14,unhealthy
2025-09-17 17:20:20,0.00,11,100.00,15,unhealthy
2025-09-17 17:20:23,0.00,11,100.00,19,unhealthy
2025-09-17 17:20:31,0.00,11,100.00,5016,unhealthy
2025-09-17 17:20:36,0.00,11,100.00,2018,unhealthy
2025-09-17 17:20:44,102.75,842.5,82.28,509,unhealthy
2025-09-17 17:20:53,0.00,11,100.00,5016,unhealthy
2025-09-17 17:20:59,0.00,11,100.00,14,unhealthy
2025-09-17 17:21:02,0.00,11,100.00,22,unhealthy
2025-09-17 17:21:05,0.00,11,100.00,15,unhealthy
2025-09-17 17:21:10,0.00,11,100.00,1017,unhealthy
2025-09-17 17:21:13,0.00,11,100.00,15,unhealthy
2025-09-17 17:21:19,0.00,11,100.00,19,unhealthy
2025-09-17 17:21:26,0.00,11,100.00,4020,unhealthy
2025-09-17 17:21:31,0.00,11,100.00,30,unhealthy
2025-09-17 17:21:36,0.00,11,100.00,13,unhealthy
2025-09-17 17:21:42,0.00,11,100.00,19,unhealthy
2025-09-17 17:21:45,0.00,11,100.00,15,unhealthy
2025-09-17 17:21:48,0.00,11,100.00,14,unhealthy
2025-09-17 17:21:51,0.00,11,100.00,14,unhealthy
2025-09-17 17:21:55,0.00,11,100.00,20,unhealthy
2025-09-17 17:21:58,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:01,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:04,0.00,11,100.00,15,unhealthy
2025-09-17 17:22:07,0.00,11,100.00,17,unhealthy
2025-09-17 17:22:10,0.00,11,100.00,13,unhealthy
2025-09-17 17:22:20,0.00,11,100.00,3020,unhealthy
2025-09-17 17:22:24,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:27,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:30,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:33,0.00,11,100.00,14,unhealthy
2025-09-17 17:22:37,0.00,11,100.00,16,unhealthy
2025-09-17 17:22:41,0.00,11,100.00,15,unhealthy
2025-09-17 17:22:49,0.00,11,100.00,1023,unhealthy
2025-09-17 17:22:54,0.00,11,100.00,2018,unhealthy
2025-09-17 17:23:00,0.00,11,100.00,21,unhealthy
2025-09-17 17:23:04,0.00,11,100.00,14,unhealthy
2025-09-17 17:23:13,0.00,11,100.00,6017,unhealthy
2025-09-17 17:23:18,0.00,11,100.00,15,unhealthy
2025-09-17 17:23:31,0.00,11,100.00,9016,unhealthy
2025-09-17 17:23:46,0.00,11,100.00,6016,unhealthy
2025-09-17 17:23:56,0.00,11,100.00,3018,unhealthy
2025-09-17 17:24:03,0.00,11,100.00,14,unhealthy
2025-09-17 17:24:08,0.00,11,100.00,2025,unhealthy
2025-09-17 17:24:11,0.00,11,100.00,14,unhealthy
2025-09-17 17:24:14,0.00,11,100.00,14,unhealthy
2025-09-17 17:24:17,0.00,11,100.00,14,unhealthy
2025-09-17 17:24:21,0.00,11,100.00,16,unhealthy
2025-09-17 17:24:29,0.00,11,100.00,5014,unhealthy
2025-09-17 17:24:34,0.00,11,100.00,16,unhealthy
2025-09-17 17:24:37,0.00,11,100.00,14,unhealthy
2025-09-17 17:24:40,0.00,11,100.00,15,unhealthy
2025-09-17 17:24:44,0.00,11,100.00,18,unhealthy
2025-09-17 17:24:47,0.00,11,100.00,19,unhealthy
2025-09-17 17:24:50,0.00,11,100.00,20,unhealthy
2025-09-17 17:24:58,101.96,184.1,17.98,3700,unhealthy
2025-09-17 17:25:01,0.00,11,100.00,19,unhealthy
2025-09-17 17:25:05,0.00,11,100.00,14,unhealthy
2025-09-17 17:25:08,0.00,11,100.00,23,unhealthy
2025-09-17 17:25:11,0.00,11,100.00,13,unhealthy
2025-09-17 17:25:14,0.00,11,100.00,17,unhealthy
2025-09-17 17:25:17,0.00,11,100.00,13,unhealthy
2025-09-17 17:25:20,0.00,11,100.00,14,unhealthy
2025-09-17 17:25:24,0.00,11,100.00,17,unhealthy
2025-09-17 17:25:27,0.00,11,100.00,14,unhealthy
2025-09-17 17:25:30,0.00,11,100.00,13,unhealthy
2025-09-17 17:25:33,0.00,11,100.00,112,unhealthy
2025-09-17 17:25:37,0.00,11,100.00,23,unhealthy
2025-09-17 17:25:40,0.00,11,100.00,13,unhealthy
2025-09-17 17:25:45,0.00,11,100.00,14,unhealthy
2025-09-17 17:25:49,0.00,11,100.00,13,unhealthy
2025-09-17 17:25:53,0.00,11,100.00,15,unhealthy
2025-09-17 17:25:58,0.00,11,100.00,16,unhealthy
2025-09-17 17:26:07,0.00,11,100.00,2030,unhealthy
2025-09-17 17:26:13,0.00,11,100.00,14,unhealthy
2025-09-17 17:26:16,0.00,11,100.00,13,unhealthy
2025-09-17 17:26:19,0.00,11,100.00,16,unhealthy
2025-09-17 17:26:26,0.00,11,100.00,3019,unhealthy
2025-09-17 17:26:32,0.00,11,100.00,18,unhealthy
2025-09-17 17:26:35,0.00,11,100.00,13,unhealthy
2025-09-17 17:26:45,0.00,11,100.00,7018,unhealthy
2025-09-17 17:27:03,0.00,11,100.00,8019,unhealthy
2025-09-17 17:27:13,0.00,11,100.00,2023,unhealthy
2025-09-17 17:27:19,0.00,11,100.00,15,unhealthy
2025-09-17 17:27:23,0.00,11,100.00,113,unhealthy
2025-09-17 17:27:26,0.00,11,100.00,14,unhealthy
2025-09-17 17:27:29,0.00,11,100.00,15,unhealthy
2025-09-17 17:27:32,0.00,11,100.00,14,unhealthy
2025-09-17 17:27:35,0.00,11,100.00,14,unhealthy
2025-09-17 17:27:38,0.00,11,100.00,14,unhealthy
2025-09-17 17:27:45,0.00,11,100.00,15,unhealthy
2025-09-17 17:27:48,0.00,11,100.00,44,unhealthy
2025-09-17 17:27:51,0.00,11,100.00,15,unhealthy
2025-09-17 17:27:54,0.00,11,100.00,16,unhealthy
2025-09-17 17:28:02,0.00,11,100.00,4016,unhealthy
2025-09-17 17:28:08,0.00,11,100.00,17,unhealthy
2025-09-17 17:28:16,102.62,237,23.14,3795,unhealthy
2025-09-17 17:28:19,0.00,11,100.00,14,unhealthy
2025-09-17 17:28:22,0.00,11,100.00,14,unhealthy
2025-09-17 17:28:25,0.00,11,100.00,14,unhealthy
2025-09-17 17:28:29,0.00,11,100.00,16,unhealthy
2025-09-17 17:28:32,0.00,11,100.00,14,unhealthy
2025-09-17 17:28:35,0.00,11,100.00,15,unhealthy
2025-09-17 17:28:38,0.00,11,100.00,113,unhealthy
2025-09-17 17:28:41,0.00,11,100.00,16,unhealthy
2025-09-17 17:28:45,0.00,11,100.00,14,unhealthy
2025-09-17 17:28:49,0.00,11,100.00,1015,unhealthy
2025-09-17 17:28:52,0.00,11,100.00,13,unhealthy
2025-09-17 17:28:55,0.00,11,100.00,15,unhealthy
2025-09-17 17:28:58,0.00,11,100.00,13,unhealthy
2025-09-17 17:29:02,0.00,11,100.00,15,unhealthy
2025-09-17 17:29:05,0.00,11,100.00,14,unhealthy
2025-09-17 17:29:08,0.00,11,100.00,13,unhealthy
2025-09-17 17:29:11,0.00,11,100.00,14,unhealthy
2025-09-17 17:29:14,0.00,11,100.00,15,unhealthy
2025-09-17 17:29:20,0.01,23.57,2.30,17,healthy
2025-09-17 17:29:26,103.08,265.6,25.94,57,healthy
2025-09-17 17:29:32,0.63,23.72,2.32,16,healthy
2025-09-17 17:29:37,0.01,23.77,2.32,22,healthy
2025-09-17 17:29:43,101.81,336,32.81,50,healthy
2025-09-17 17:29:49,0.01,23.59,2.30,17,healthy
2025-09-17 17:29:55,0.01,23.66,2.31,16,healthy
2025-09-17 17:30:01,101.50,495.5,48.39,88,healthy
2025-09-17 17:30:06,0.01,23.57,2.30,17,healthy
2025-09-17 17:30:12,0.01,23.64,2.31,17,healthy
2025-09-17 17:30:18,102.04,843.3,82.35,219,healthy
2025-09-17 17:30:24,5.54,23.65,2.31,17,healthy
2025-09-17 17:30:30,102.42,280.4,27.38,149,healthy
2025-09-17 17:30:35,0.01,23.58,2.30,16,healthy
2025-09-17 17:30:41,0.01,23.65,2.31,17,healthy
2025-09-17 17:30:47,101.00,536,52.34,187,healthy
2025-09-17 17:30:52,0.40,23.61,2.31,16,healthy
2025-09-17 17:30:58,0.01,23.67,2.31,15,healthy
2025-09-17 17:31:03,101.50,952.9,93.06,12,unhealthy
2025-09-17 17:31:09,0.01,23.58,2.30,20,healthy
2025-09-17 17:31:15,86.57,246,24.02,75,healthy
2025-09-17 17:31:19,0.00,11,100.00,17,healthy
2025-09-17 17:31:25,5.36,23.65,2.31,16,healthy
2025-09-17 17:31:31,76.92,215.2,21.02,328,healthy
2025-09-17 17:31:37,0.01,23.58,2.30,17,healthy
2025-09-17 17:31:42,0.01,23.65,2.31,17,healthy
2025-09-17 17:31:48,100.85,446.7,43.62,102,healthy
2025-09-17 17:31:54,0.01,23.6,2.30,17,healthy
2025-09-17 17:32:00,0.01,23.66,2.31,16,healthy
2025-09-17 17:32:06,101.56,798.1,77.94,226,healthy
2025-09-17 17:32:11,0.01,23.58,2.30,16,healthy
2025-09-17 17:32:17,0.01,23.65,2.31,92,healthy
2025-09-17 17:32:23,0.00,21,2.05,16,healthy
2025-09-17 17:32:28,5.19,23.65,2.31,16,healthy
2025-09-17 17:32:34,82.57,270.5,26.42,77,healthy
2025-09-17 17:32:39,0.01,23.5,2.29,16,healthy
2025-09-17 17:32:45,0.01,23.66,2.31,17,healthy
2025-09-17 17:32:51,100.81,673.9,65.81,361,healthy
2025-09-17 17:32:57,0.01,23.57,2.30,16,healthy
2025-09-17 17:33:02,0.01,23.64,2.31,17,healthy
2025-09-17 17:33:08,0.00,6.016,0.59,17,healthy
2025-09-17 17:33:13,5.30,23.66,2.31,18,healthy
2025-09-17 17:33:19,98.32,301.9,29.48,150,healthy
2025-09-17 17:33:26,0.01,23.58,2.30,16,healthy
2025-09-17 17:33:31,0.01,23.65,2.31,16,healthy
2025-09-17 17:33:37,102.90,818.1,79.89,80,healthy
2025-09-17 17:33:42,0.01,23.59,2.30,16,healthy
2025-09-17 17:33:48,2.92,24.41,2.38,59,healthy
2025-09-17 17:33:54,0.00,23.48,2.29,16,healthy
2025-09-17 17:33:59,5.30,23.64,2.31,17,healthy
2025-09-17 17:34:05,101.69,431.8,42.17,201,healthy
2025-09-17 17:34:11,0.01,23.57,2.30,18,healthy
2025-09-17 17:34:16,0.01,23.64,2.31,16,healthy
2025-09-17 17:34:22,101.47,858.1,83.80,159,healthy
2025-09-17 17:34:28,0.01,23.59,2.30,16,healthy
2025-09-17 17:34:33,8.70,44.22,4.32,95,healthy
2025-09-17 17:34:39,0.00,23.49,2.29,16,healthy
2025-09-17 17:34:44,5.37,23.66,2.31,18,healthy
2025-09-17 17:34:50,101.96,330.9,32.31,107,healthy
2025-09-17 17:34:56,0.01,23.57,2.30,16,healthy
2025-09-17 17:35:02,0.01,23.64,2.31,16,healthy
2025-09-17 17:35:07,101.50,812.3,79.33,76,healthy
2025-09-17 17:35:13,0.01,23.57,2.30,15,healthy
2025-09-17 17:35:19,5.84,24.2,2.36,95,healthy
2025-09-17 17:35:24,0.00,23.49,2.29,17,healthy
2025-09-17 17:35:30,5.34,23.64,2.31,16,healthy
2025-09-17 17:35:36,87.02,235.4,22.99,89,healthy
2025-09-17 17:35:41,0.01,23.49,2.29,20,healthy
2025-09-17 17:35:47,0.01,23.66,2.31,16,healthy
2025-09-17 17:35:52,101.16,667.4,65.18,113,healthy
2025-09-17 17:35:58,0.01,23.57,2.30,16,healthy
2025-09-17 17:36:04,0.01,23.64,2.31,16,healthy
2025-09-17 17:36:09,0.00,11,100.00,17,healthy
2025-09-17 17:36:15,5.06,23.66,2.31,16,healthy
2025-09-17 17:36:20,101.94,230.2,22.48,61,healthy
2025-09-17 17:36:27,0.01,23.58,2.30,17,healthy
2025-09-17 17:36:32,0.01,23.65,2.31,16,healthy
2025-09-17 17:36:38,102.05,768.2,75.02,283,healthy
2025-09-17 17:36:44,0.01,23.58,2.30,16,healthy
2025-09-17 17:36:49,0.01,23.64,2.31,72,healthy
2025-09-17 17:36:56,0.01,23.48,2.29,16,healthy
2025-09-17 17:37:01,0.01,23.64,2.31,17,healthy
2025-09-17 17:37:07,101.52,602.7,58.86,228,healthy
2025-09-17 17:37:13,0.01,23.58,2.30,16,healthy
2025-09-17 17:37:18,0.01,23.64,2.31,15,healthy
2025-09-17 17:37:24,0.00,11,100.00,16,healthy
2025-09-17 17:37:30,5.41,23.66,2.31,16,healthy
2025-09-17 17:37:35,100.62,230.3,22.49,38,healthy
2025-09-17 17:37:41,0.01,23.48,2.29,16,healthy
2025-09-17 17:37:46,0.01,23.64,2.31,16,healthy
2025-09-17 17:37:52,101.68,391.8,38.26,78,healthy
2025-09-17 17:37:58,0.01,23.57,2.30,16,healthy
2025-09-17 17:38:03,0.01,23.64,2.31,16,healthy
2025-09-17 17:38:09,101.27,748.2,73.07,282,healthy
